,1stFlrSF,2ndFlrSF,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFullBath,BsmtQual,CentralAir,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,GarageArea,GarageCars,GarageFinish,GarageType,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrType,MoSold,Neighborhood,OverallCond,OverallQual,RoofStyle,SaleCondition,TotRmsAbvGrd,TotalBsmtSF,second_floor,Age,YearsSinceSale,SalePrice
2420,1647,0,3,1Fam,TA,No,BLQ,1.0,TA,Y,TA,VinylSd,VinylSd,1,CBlock,1,280.0,1.0,Fin,Attchd,1647,0,Gd,1Story,1,TA,75.0,Reg,20,RL,None,2,NAmes,6,4,Gable,Normal,6,1105.0,0,57,3,
2421,924,0,2,1Fam,TA,No,Rec,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,420.0,1.0,Unf,Detchd,924,0,TA,1Story,1,TA,0.0,Reg,20,RL,None,6,OldTown,5,5,Gable,Normal,6,924.0,0,58,3,
2422,1000,544,3,1Fam,TA,No,Unf,0.0,Fa,Y,Gd,VinylSd,VinylSd,0,CBlock,2,0.0,0.0,Unf,Attchd,1544,0,Gd,1.5Fin,1,TA,60.0,Reg,50,RL,None,4,OldTown,7,4,Gable,Normal,7,925.0,1,120,3,
2423,1216,0,3,1Fam,Fa,No,LwQ,1.0,TA,Y,TA,MetalSd,MetalSd,1,CBlock,1,371.0,1.0,Unf,Attchd,1728,0,Ex,1.5Fin,1,TA,0.0,IR1,50,RL,None,6,NAmes,6,5,Gable,Normal,7,1216.0,0,57,3,
2424,1308,1778,4,1Fam,Fa,No,Unf,0.0,TA,Y,TA,Wd Sdng,MetalSd,0,BrkTil,3,1200.0,3.0,Unf,BuiltIn,3086,1,Gd,2Story,1,Gd,113.0,Reg,70,RL,None,11,NAmes,4,5,Gable,Family,9,666.0,1,75,3,
2425,845,436,1,1Fam,TA,Mn,ALQ,1.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,2,580.0,2.0,Unf,Detchd,1281,0,Ex,1.5Fin,1,TA,60.0,Reg,50,RL,None,8,OldTown,7,4,Gable,Abnorml,6,1151.0,1,85,3,
2426,751,783,3,1Fam,TA,Av,Unf,0.0,Gd,Y,TA,Wd Sdng,HdBoard,0,CBlock,1,0.0,0.0,Unf,Attchd,1534,1,Ex,2Story,1,Gd,60.0,Reg,70,RL,None,7,OldTown,9,5,Gable,Normal,6,736.0,1,115,3,
2427,1035,616,4,1Fam,TA,Av,Rec,0.0,TA,Y,TA,Plywood,Plywood,2,CBlock,2,276.0,1.0,Unf,BuiltIn,1651,0,TA,SLvl,1,TA,93.0,IR1,80,RL,BrkFace,10,NAmes,5,7,Gable,Normal,6,725.0,1,47,3,
2428,888,0,3,1Fam,TA,No,ALQ,0.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,240.0,1.0,Unf,Attchd,888,0,Gd,1Story,1,TA,75.0,IR1,20,RL,BrkFace,2,NAmes,7,5,Gable,Abnorml,5,920.0,0,49,3,
2429,952,0,3,1Fam,TA,Mn,Rec,1.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,288.0,1.0,Unf,Attchd,952,0,Gd,1Story,1,TA,66.0,IR1,20,RL,BrkFace,8,NAmes,6,6,Gable,Normal,5,952.0,0,42,3,
2430,1238,0,3,1Fam,TA,No,LwQ,0.0,TA,Y,TA,WdShing,Wd Shng,1,CBlock,1,357.0,1.0,Unf,Attchd,1238,1,Fa,1Story,1,TA,60.0,Reg,20,RL,None,11,NAmes,3,5,Gable,Normal,6,864.0,0,60,3,
2431,1040,0,3,1Fam,TA,No,GLQ,1.0,TA,Y,TA,BrkFace,BrkFace,0,CBlock,1,286.0,1.0,RFn,Attchd,1040,0,Ex,1Story,1,Gd,0.0,Reg,20,RL,None,7,NAmes,7,5,Hip,Normal,6,1040.0,0,51,3,
2432,1170,0,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,BrkFace,BrkFace,1,CBlock,1,338.0,1.0,RFn,Attchd,1170,0,TA,1Story,1,TA,70.0,Reg,20,RL,None,3,NAmes,6,5,Hip,Normal,6,1170.0,0,52,3,
2433,1242,0,3,1Fam,TA,No,Rec,1.0,TA,Y,TA,BrkFace,BrkFace,0,CBlock,1,324.0,1.0,RFn,Attchd,1242,1,Gd,1Story,1,TA,70.0,Reg,20,RL,None,5,NAmes,5,5,Hip,Family,6,1242.0,0,50,3,
2434,1377,0,3,1Fam,TA,No,BLQ,1.0,TA,Y,TA,BrkFace,BrkFace,2,CBlock,1,351.0,1.0,Unf,Attchd,1377,0,TA,1Story,1,TA,80.0,Reg,20,RL,None,11,NAmes,5,5,Hip,Normal,6,1377.0,0,50,3,
2435,925,0,3,1Fam,NB,No,No,0.0,No,Y,TA,BrkFace,Wd Sdng,0,Slab,1,300.0,1.0,Fin,Attchd,925,0,Gd,1Story,1,TA,70.0,Reg,20,RL,None,7,NAmes,6,5,Gable,Normal,7,0.0,0,49,3,
2436,864,0,2,1Fam,TA,No,ALQ,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,294.0,1.0,Unf,Detchd,864,0,Gd,1Story,1,TA,60.0,Reg,20,RL,None,12,NAmes,5,5,Hip,Normal,5,864.0,0,48,3,
2437,936,0,3,1Fam,TA,Av,ALQ,1.0,TA,Y,TA,HdBoard,HdBoard,1,CBlock,1,288.0,1.0,RFn,Attchd,936,0,TA,SFoyer,1,TA,66.0,Reg,85,RL,None,10,NAmes,5,5,Gable,Normal,6,896.0,0,48,3,
2438,960,0,2,1Fam,TA,No,Unf,0.0,TA,Y,Gd,MetalSd,MetalSd,0,BrkTil,1,576.0,2.0,RFn,Detchd,960,0,TA,1Story,1,TA,60.0,Reg,30,RM,None,4,OldTown,7,5,Gable,Normal,5,850.0,0,84,3,
2439,866,430,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,MetalSd,MetalSd,0,BrkTil,1,576.0,2.0,Unf,Detchd,1296,0,TA,1.5Fin,1,TA,50.0,Reg,50,RM,None,7,OldTown,6,6,Gable,Normal,6,845.0,1,83,3,
2440,1022,0,2,1Fam,Fa,No,LwQ,1.0,Fa,N,TA,AsbShng,AsbShng,1,PConc,1,184.0,1.0,Unf,Detchd,1022,0,TA,1Story,1,Fa,56.0,Reg,30,RM,None,2,OldTown,5,5,Gable,Normal,4,1022.0,0,88,3,
2441,967,0,2,1Fam,TA,No,Unf,0.0,TA,Y,TA,MetalSd,MetalSd,1,BrkTil,1,180.0,1.0,Unf,Detchd,967,0,Gd,1Story,1,TA,56.0,Reg,30,RM,None,7,OldTown,6,5,Gable,Normal,5,967.0,0,90,3,
2442,1072,0,2,1Fam,TA,No,Unf,0.0,TA,Y,TA,VinylSd,VinylSd,2,CBlock,1,379.0,2.0,Unf,Detchd,1072,0,Ex,1Story,1,TA,60.0,Reg,30,RM,Stone,5,OldTown,8,5,Gable,Normal,5,808.0,0,70,3,
2443,680,494,2,1Fam,Fa,No,BLQ,0.0,TA,Y,TA,Stucco,Stucco,1,BrkTil,1,576.0,2.0,Unf,Detchd,1174,0,Ex,1.5Fin,1,Gd,120.0,Reg,50,RM,None,6,OldTown,8,5,Gable,Normal,6,680.0,1,110,3,
2444,761,380,3,1Fam,TA,No,LwQ,0.0,Fa,N,TA,MetalSd,MetalSd,0,BrkTil,1,252.0,1.0,Unf,Detchd,1141,0,Gd,1.5Fin,1,TA,50.0,Reg,50,RM,None,5,OldTown,6,4,Gable,Normal,6,570.0,1,110,3,
2445,1156,642,4,1Fam,TA,No,Unf,0.0,TA,Y,TA,MetalSd,MetalSd,0,PConc,2,342.0,2.0,Unf,Detchd,1798,1,Ex,2Story,1,TA,57.0,Reg,70,RM,None,5,OldTown,8,4,Gable,Normal,7,1075.0,1,110,3,
2446,909,863,3,1Fam,TA,No,Unf,0.0,TA,N,Gd,VinylSd,VinylSd,0,BrkTil,2,816.0,2.0,Unf,Detchd,1772,1,Ex,2Story,1,Gd,0.0,IR1,70,RM,None,5,OldTown,9,8,Hip,Normal,7,725.0,1,100,3,
2447,914,728,4,1Fam,TA,No,LwQ,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,1,BrkTil,1,374.0,1.0,Unf,Detchd,1642,1,TA,2Story,1,TA,53.0,Reg,70,RM,None,3,OldTown,6,6,Gambrel,Abnorml,9,728.0,1,83,3,
2448,616,616,3,1Fam,TA,No,BLQ,0.0,TA,Y,TA,MetalSd,MetalSd,0,BrkTil,1,480.0,2.0,Unf,Detchd,1232,0,Ex,2Story,1,TA,35.0,Reg,70,RM,None,6,OldTown,7,5,Gable,Normal,6,616.0,1,100,3,
2449,991,659,3,1Fam,Gd,No,BLQ,0.0,Gd,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,2,468.0,2.0,Unf,Detchd,1650,0,TA,1.5Fin,1,TA,56.0,Reg,50,RM,None,11,OldTown,8,6,Gable,Normal,6,926.0,1,100,3,
2450,687,671,3,1Fam,Fa,No,Rec,0.0,TA,Y,TA,VinylSd,VinylSd,1,BrkTil,1,336.0,1.0,Unf,Detchd,1358,1,Gd,2Story,1,Gd,60.0,Reg,70,RM,None,7,OldTown,7,5,Gambrel,Partial,6,687.0,1,80,3,
2451,1312,1142,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,1,PConc,2,576.0,2.0,Unf,Attchd,2454,0,TA,2.5Unf,1,TA,75.0,Reg,75,RM,None,2,OldTown,8,7,Gable,Normal,8,819.0,1,131,3,
2452,968,0,2,1Fam,NB,No,No,0.0,No,Y,TA,MetalSd,MetalSd,0,CBlock,1,331.0,1.0,Unf,Attchd,968,0,Gd,1Story,1,TA,52.0,Reg,20,RM,None,5,OldTown,6,4,Gable,Normal,5,0.0,0,54,3,
2453,1382,0,1,1Fam,NB,No,No,0.0,No,Y,TA,Stucco,Wd Sdng,1,Slab,2,384.0,1.0,RFn,Attchd,1382,0,Ex,SLvl,1,TA,76.0,Reg,80,RM,None,5,OldTown,7,4,Gable,Normal,6,0.0,0,61,3,
2454,916,144,1,1Fam,TA,No,LwQ,1.0,TA,N,TA,MetalSd,MetalSd,1,PConc,1,308.0,1.0,Unf,Detchd,1060,0,TA,1Story,1,TA,55.0,Reg,40,RL,None,8,BrkSide,7,5,Gable,Normal,6,756.0,1,85,3,
2455,910,525,3,1Fam,TA,No,Rec,1.0,Fa,Y,TA,MetalSd,MetalSd,0,CBlock,1,308.0,1.0,Unf,Detchd,1435,0,TA,1.5Fin,1,TA,55.0,Reg,50,RM,None,3,BrkSide,6,5,Gable,Normal,6,910.0,1,60,3,
2456,728,546,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,2,224.0,1.0,Unf,Detchd,1274,0,Ex,1.5Fin,1,TA,50.0,Reg,50,RM,None,3,BrkSide,7,5,Gable,Normal,6,728.0,1,71,3,
2457,608,624,3,1Fam,TA,Mn,Rec,0.0,TA,Y,TA,MetalSd,VinylSd,2,CBlock,1,217.0,1.0,Unf,Attchd,1232,1,Ex,2Story,1,TA,50.0,Reg,70,RM,None,2,BrkSide,6,6,Gable,Normal,6,600.0,1,71,3,
2458,884,0,2,1Fam,TA,No,Unf,0.0,TA,Y,Gd,AsbShng,AsbShng,0,BrkTil,1,240.0,1.0,Unf,Detchd,884,0,Ex,1.5Unf,1,TA,51.0,Reg,45,RM,None,7,BrkSide,7,5,Gable,Normal,5,884.0,0,71,3,
2459,861,548,3,1Fam,TA,No,LwQ,1.0,TA,Y,TA,VinylSd,VinylSd,1,BrkTil,1,528.0,2.0,Unf,Detchd,1409,1,Gd,1.5Fin,1,TA,0.0,Reg,50,RM,None,3,BrkSide,5,6,Gable,Normal,6,861.0,1,72,3,
2460,899,423,4,1Fam,TA,No,Rec,1.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,280.0,1.0,Unf,Detchd,1322,0,Ex,1.5Fin,1,TA,52.0,Reg,50,RM,None,7,BrkSide,8,5,Gable,Normal,7,672.0,1,71,3,
2461,1014,412,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,1,BrkTil,1,230.0,1.0,Unf,Detchd,1426,0,Ex,1.5Fin,1,TA,52.0,Reg,50,RM,None,7,BrkSide,7,5,Gable,Normal,6,966.0,1,80,3,
2462,903,378,2,1Fam,TA,No,ALQ,1.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,379.0,2.0,Unf,Detchd,1281,0,Gd,1.5Fin,1,Gd,51.0,Reg,50,RM,None,8,BrkSide,6,5,Gable,Normal,6,756.0,1,84,3,
2463,1100,1164,4,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,2,408.0,1.0,Unf,Detchd,2264,1,Ex,2Story,1,TA,47.0,Reg,70,RM,None,5,OldTown,8,6,Gable,Normal,8,1100.0,1,92,3,
2464,752,624,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Shng,0,PConc,1,576.0,2.0,Unf,Detchd,1376,0,Ex,1.5Fin,1,Gd,60.0,Reg,50,RL,None,2,BrkSide,7,6,Gable,Normal,7,768.0,1,90,3,
2465,960,356,4,1Fam,TA,No,Unf,0.0,Fa,Y,TA,HdBoard,HdBoard,0,PConc,1,576.0,2.0,Unf,Detchd,1316,0,TA,1.5Fin,1,TA,60.0,Reg,50,RL,None,10,BrkSide,5,5,Gable,Family,7,750.0,1,84,3,
2466,672,672,3,1Fam,TA,No,Rec,1.0,TA,N,TA,Wd Sdng,Wd Shng,1,BrkTil,1,456.0,2.0,Unf,Attchd,1344,1,Gd,2Story,1,Gd,0.0,IR1,70,RM,None,9,OldTown,6,7,Gable,Normal,6,672.0,1,81,3,
2467,933,240,3,1Fam,TA,No,Unf,0.0,TA,N,TA,AsbShng,AsbShng,0,CBlock,2,240.0,1.0,Unf,Detchd,1173,0,TA,1.5Fin,1,TA,40.0,Reg,45,RM,None,9,OldTown,4,5,Gable,AdjLand,7,592.0,1,109,3,
2468,969,245,2,1Fam,TA,No,Unf,0.0,TA,N,TA,AsbShng,AsbShng,0,CBlock,1,216.0,1.0,Unf,Detchd,1214,0,TA,1.5Fin,1,TA,40.0,Reg,50,RM,None,9,OldTown,3,5,Gable,AdjLand,6,969.0,1,109,3,
2469,1497,797,5,1Fam,TA,No,BLQ,0.0,TA,Y,TA,HdBoard,HdBoard,1,CBlock,3,658.0,2.0,Unf,Attchd,2294,0,Fa,SLvl,1,TA,120.0,Reg,80,RM,BrkFace,4,IDOTRR,6,6,Gable,Normal,9,741.0,1,47,3,
2470,976,976,4,1Fam,TA,No,LwQ,0.0,TA,Y,TA,VinylSd,VinylSd,2,CBlock,1,299.0,1.0,Fin,Detchd,1952,1,Ex,2Story,1,Gd,60.0,Reg,60,RM,None,4,IDOTRR,9,7,Gable,Normal,8,976.0,1,60,3,
2471,1138,1042,3,1Fam,Fa,No,LwQ,0.0,TA,Y,TA,MetalSd,MetalSd,1,CBlock,1,720.0,2.0,Unf,Detchd,2180,1,Gd,1.5Fin,1,TA,60.0,Reg,50,RM,None,5,IDOTRR,5,6,Gable,Normal,7,1138.0,1,95,3,
2472,838,477,3,2fmCon,TA,No,Rec,1.0,Fa,Y,TA,MetalSd,MetalSd,0,BrkTil,2,436.0,2.0,RFn,Detchd,1315,0,TA,1.5Fin,1,TA,52.0,Reg,190,RM,None,2,IDOTRR,6,4,Gable,Abnorml,5,808.0,1,52,3,
2473,866,504,3,1Fam,Fa,No,Unf,0.0,TA,Y,Fa,Wd Sdng,Wd Sdng,0,CBlock,2,264.0,1.0,Unf,Detchd,1484,0,Fa,1.5Fin,1,TA,60.0,Reg,50,RM,None,9,IDOTRR,1,4,Gable,Abnorml,6,771.0,1,100,3,
2474,1262,1005,3,1Fam,TA,No,ALQ,1.0,TA,Y,TA,Wd Sdng,Wd Sdng,2,CBlock,1,498.0,2.0,Fin,Attchd,2267,1,TA,2Story,1,TA,107.0,Reg,70,RL,None,4,Sawyer,8,7,Gable,Normal,7,1005.0,1,73,3,
2475,778,504,2,2fmCon,TA,No,ALQ,1.0,TA,N,TA,Plywood,Plywood,0,CBlock,1,240.0,1.0,Unf,Detchd,1282,0,TA,1.5Fin,1,TA,59.0,IR1,190,RL,None,7,SWISU,6,5,Gable,Normal,4,672.0,1,68,3,
2476,999,0,3,2fmCon,TA,Av,ALQ,1.0,Gd,Y,TA,HdBoard,HdBoard,0,CBlock,1,308.0,1.0,Unf,Detchd,999,0,TA,SFoyer,1,TA,75.0,Reg,190,RL,None,3,Sawyer,5,5,Gable,Normal,6,925.0,0,47,3,
2477,1452,0,2,1Fam,TA,Av,BLQ,1.0,Gd,Y,TA,HdBoard,HdBoard,1,CBlock,1,572.0,2.0,Unf,Detchd,1452,0,Gd,SFoyer,1,TA,75.0,Reg,85,RL,BrkFace,11,Sawyer,5,5,Gable,Normal,6,1420.0,0,46,3,
2478,1005,0,3,1Fam,TA,No,Rec,1.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,440.0,2.0,Unf,Detchd,1005,0,TA,1Story,1,TA,62.0,Reg,20,RL,None,7,Sawyer,3,4,Gable,Normal,5,1005.0,0,46,3,
2479,1020,0,3,1Fam,TA,Gd,LwQ,0.0,TA,Y,Gd,HdBoard,HdBoard,1,CBlock,2,528.0,2.0,Unf,Detchd,1020,0,TA,SLvl,1,TA,65.0,IR1,80,RL,BrkFace,5,Sawyer,8,5,Hip,Normal,5,980.0,0,46,3,
2480,1040,0,3,1Fam,TA,Av,Rec,1.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,264.0,1.0,RFn,Attchd,1040,0,TA,1Story,1,TA,0.0,IR1,20,RL,BrkFace,2,Sawyer,4,5,Gable,Normal,6,1040.0,0,44,3,
2481,868,0,2,2fmCon,TA,Av,GLQ,1.0,Gd,Y,TA,HdBoard,HdBoard,0,CBlock,1,576.0,2.0,Unf,Detchd,868,0,Gd,1Story,1,TA,70.0,Reg,190,RL,None,5,Sawyer,6,5,Gable,Normal,6,768.0,0,39,3,
2482,897,0,3,1Fam,TA,Mn,Rec,0.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,264.0,1.0,RFn,Attchd,897,0,TA,1Story,1,TA,86.0,IR1,20,RL,BrkFace,1,Sawyer,5,5,Gable,Normal,5,876.0,0,42,3,
2483,943,0,2,1Fam,TA,No,LwQ,1.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,528.0,2.0,Unf,Detchd,943,0,TA,1Story,1,TA,0.0,IR1,20,RL,BrkFace,6,Sawyer,5,5,Gable,Normal,5,943.0,0,43,3,
2484,912,0,3,1Fam,TA,No,Rec,1.0,TA,Y,TA,Plywood,Plywood,0,CBlock,1,315.0,1.0,Unf,Detchd,912,0,Ex,1Story,1,Gd,0.0,Reg,20,RL,None,7,Sawyer,7,5,Gable,Normal,6,912.0,0,44,3,
2485,1375,0,3,1Fam,TA,No,Rec,1.0,TA,Y,TA,BrkFace,BrkFace,1,CBlock,1,323.0,1.0,Unf,Attchd,1375,0,Gd,1Story,1,TA,81.0,Reg,20,RL,None,12,Sawyer,5,5,Hip,Normal,6,1240.0,0,54,3,
2486,1567,1087,4,1Fam,TA,No,BLQ,0.0,Gd,Y,TA,Wd Sdng,Wd Sdng,1,CBlock,3,638.0,2.0,Unf,Attchd,2654,0,Fa,2Story,1,TA,99.0,Reg,60,RL,BrkFace,5,Sawyer,4,5,Gable,Normal,11,671.0,1,90,3,
2487,798,504,2,1Fam,TA,No,ALQ,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,2,BrkTil,1,224.0,1.0,Unf,Attchd,1302,1,Ex,1.5Fin,1,Gd,70.0,Reg,50,RL,None,7,Sawyer,8,7,Gable,Normal,6,680.0,1,70,3,
2488,1299,0,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,VinylSd,VinylSd,1,CBlock,1,494.0,2.0,Unf,Attchd,1299,0,TA,1Story,1,Gd,91.0,Reg,20,RL,None,10,Sawyer,5,6,Gable,Normal,6,967.0,0,56,3,
2489,1176,0,3,1Fam,TA,Mn,Rec,1.0,TA,Y,TA,Plywood,Plywood,2,CBlock,1,303.0,1.0,Unf,Attchd,1176,0,TA,1Story,1,TA,85.0,Reg,20,RL,BrkFace,10,Sawyer,6,5,Gable,Normal,6,1158.0,0,52,3,
2490,998,0,3,1Fam,NB,No,No,0.0,No,N,Fa,Wd Sdng,Wd Sdng,0,Slab,1,460.0,2.0,Unf,2Types,998,0,TA,1Story,1,TA,0.0,Reg,20,RL,None,5,Sawyer,7,4,Gable,Normal,5,0.0,0,65,3,
2491,1522,0,3,1Fam,TA,No,BLQ,0.0,Gd,Y,TA,Wd Sdng,Wd Sdng,1,PConc,2,552.0,2.0,Fin,Attchd,1522,0,Ex,1Story,1,TA,0.0,Reg,20,RL,BrkFace,2,ClearCr,5,6,Hip,Normal,7,1190.0,0,26,3,
2492,1325,0,3,1Fam,Gd,Mn,BLQ,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,1,CBlock,2,576.0,2.0,Unf,Detchd,1325,0,Ex,1Story,1,Gd,0.0,IR1,20,RL,None,7,Edwards,7,5,Hip,Normal,6,409.0,0,62,3,
2493,1630,0,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,MetalSd,MetalSd,1,CBlock,2,649.0,2.0,Unf,Detchd,1630,0,TA,1Story,1,TA,0.0,IR1,20,RL,None,3,Edwards,5,5,Gable,Normal,6,1073.0,0,57,3,
2494,1242,0,2,1Fam,TA,No,Unf,0.0,TA,N,TA,Wd Sdng,Wd Sdng,0,CBlock,1,336.0,1.0,Unf,Attchd,1242,0,TA,1Story,1,TA,84.0,Reg,20,RL,None,7,Edwards,5,4,Gable,Normal,4,484.0,0,64,3,
2495,2422,0,4,1Fam,Fa,No,LwQ,0.0,Gd,Y,TA,MetalSd,MetalSd,2,CBlock,3,527.0,2.0,Fin,Attchd,2422,0,Ex,1Story,1,Gd,102.0,IR1,20,RL,Stone,7,ClearCr,7,6,Hip,Normal,6,1288.0,0,56,3,
2496,988,638,3,1Fam,TA,No,BLQ,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,332.0,1.0,Unf,Attchd,1626,1,Ex,1.5Fin,1,Gd,70.0,Reg,50,RL,None,5,Edwards,6,6,Gable,Normal,6,988.0,1,56,3,
2497,864,0,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,399.0,1.0,Unf,Attchd,864,0,TA,1Story,1,TA,60.0,Reg,20,RL,None,5,SWISU,5,5,Gable,Normal,6,864.0,0,52,3,
2498,943,0,3,1Fam,NB,No,No,0.0,No,N,TA,HdBoard,HdBoard,0,Slab,1,308.0,1.0,Unf,Detchd,943,0,TA,1Story,1,Gd,0.0,IR1,30,RL,None,8,Edwards,5,4,Gable,Normal,5,0.0,0,52,3,
2499,1038,0,2,TwnhsE,TA,No,LwQ,0.0,TA,Y,Gd,Wd Sdng,Wd Sdng,0,CBlock,2,264.0,1.0,RFn,Attchd,1038,0,Gd,1Story,1,TA,39.0,Reg,120,RL,BrkFace,7,Edwards,6,5,Gable,Normal,5,1038.0,0,26,3,
2500,1342,0,4,1Fam,TA,No,ALQ,1.0,Fa,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,256.0,1.0,Unf,Detchd,1342,0,Ex,1Story,1,TA,58.0,Reg,20,RL,None,4,Edwards,6,5,Gable,Normal,7,1342.0,0,59,3,
2501,1080,400,4,1Fam,TA,Mn,LwQ,1.0,TA,N,TA,Wd Sdng,Wd Sdng,1,PConc,1,253.0,1.0,Unf,Attchd,1480,0,TA,1.5Fin,1,TA,60.0,Reg,50,RL,None,7,Edwards,6,5,Gable,Normal,7,1080.0,1,59,3,
2502,986,376,4,1Fam,Fa,No,Unf,0.0,TA,N,Fa,MetalSd,MetalSd,0,BrkTil,2,280.0,1.0,Unf,Detchd,1362,0,Fa,1.5Fin,1,TA,50.0,Reg,50,RL,None,3,Edwards,5,4,Gambrel,Normal,7,951.0,1,90,3,
2503,1105,717,4,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,1,CBlock,2,515.0,2.0,Unf,Attchd,1822,0,Ex,1.5Fin,1,Gd,104.0,Reg,50,RL,None,4,SawyerW,5,6,Gable,Normal,7,1105.0,1,26,3,
2504,1029,929,3,1Fam,Gd,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,499.0,2.0,RFn,Attchd,1958,1,Ex,2Story,1,Gd,75.0,Reg,60,RL,None,7,SawyerW,5,7,Gable,Normal,7,779.0,1,16,3,
2505,1651,0,3,1Fam,TA,Av,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,870.0,3.0,Fin,Attchd,1651,0,Ex,1Story,1,Gd,71.0,Reg,20,RL,Stone,9,CollgCr,5,8,Gable,Partial,7,1643.0,0,3,3,
2506,2140,0,3,1Fam,TA,Av,Unf,0.0,Gd,Y,Gd,CemntBd,CmentBd,0,PConc,2,894.0,3.0,Fin,Attchd,2140,1,Ex,1Story,1,Gd,93.0,IR1,20,RL,None,6,CollgCr,5,8,Hip,Partial,8,2140.0,0,4,3,
2507,1651,0,3,1Fam,TA,Av,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,870.0,3.0,RFn,Attchd,1651,0,Ex,1Story,1,Gd,66.0,IR1,20,RL,Stone,9,CollgCr,5,8,Gable,Partial,7,1643.0,0,3,3,
2508,1546,0,3,1Fam,TA,Mn,GLQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,796.0,3.0,RFn,Attchd,1546,0,Ex,1Story,1,Gd,75.0,IR1,20,RL,BrkFace,6,CollgCr,5,7,Gable,Normal,7,1546.0,0,5,3,
2509,1500,0,3,1Fam,TA,No,GLQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,674.0,2.0,RFn,Attchd,1500,0,Ex,1Story,1,Gd,73.0,Reg,20,RL,BrkFace,6,CollgCr,5,8,Gable,Normal,7,1489.0,0,4,3,
2510,1270,0,2,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,524.0,2.0,RFn,Attchd,1270,0,Ex,1Story,1,Gd,64.0,Reg,20,RL,None,7,CollgCr,5,7,Gable,Normal,6,1270.0,0,5,3,
2511,879,916,3,1Fam,TA,Gd,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,578.0,2.0,RFn,Attchd,1795,1,Ex,2Story,1,Gd,78.0,Reg,60,RL,None,10,CollgCr,5,7,Gable,Normal,7,879.0,1,5,3,
2512,946,927,3,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,HdBoard,HdBoard,1,PConc,2,619.0,2.0,RFn,Attchd,1873,1,Ex,2Story,1,Gd,0.0,IR1,60,RL,BrkFace,5,SawyerW,5,7,Gable,Normal,7,929.0,1,22,3,
2513,1743,0,0,1Fam,Gd,Gd,LwQ,2.0,Gd,Y,Gd,Wd Sdng,Wd Sdng,2,CBlock,0,529.0,2.0,Fin,Attchd,1743,1,Ex,1Story,1,Gd,155.0,IR1,20,RL,None,5,ClearCr,6,8,Shed,Normal,5,966.0,0,34,3,
